Score,Review
50,"A lot of restaurants around Korea claim that they are or sell Myeongdong Kalguksu. Well, this is the ORIGINAL Myeongdong Kalguksu. The one and only Michelin Award Kalguksu. So many copycats that the restaurant changed their name to Myeongdong Gyoja. This is the one and only restaurant for the original Kalguksu. Rumor has it that they opened a second shop in Itaewon. Every other “Myeongdong Kalguksu” is an impostor.  If your traveling to Myeongdong and want some beef broth noodles, this is the spot. This is a must for any traveler hitting up Myeongdong. Weekends are going to be packed so go at an odd time of the day if your going on the weekend.  Note 1) Prepay. A lady will take your order then hand her your card or cash. She’ll give you your receipt and a piece of gum. Save the gum for the end of the meal. The kimchi is super garlicky.  You’ll get a side of kimchi. Warning, the kimchi is super garlicky and a bit spicy, but not unbearably spicy. There’s a hint of ginger in the kimchi but like I said, super garlicky. Goes great with the noodles. There’s free refills on the kimchi just flag down the waitress.  If you don’t order the steamed gyoja (mandu) don’t worry. You’ll get a few small pieces in your noodles. Take a look at my pics I uploaded.  The noodles are definitely fresh and machine made and not frozen packaged. The soup is absolutely delicious. The waitress will give you a small bowl of rice. I like to mix my left over soup with my rice.  Note 2) Extra noodles and or a bowl of rice are free of charge so eat until your heart is content... or until the waitress says no!  The gyoja is good but it’s not the main despite the name change. I also like to enjoy the gyoja with a piece of kimchi.  Note 3) There’s mouthwash in the bathroom. Use it because the kimchi is super garlicky.  I’m not a Kalguksu guy because I don’t enjoy all the sea food that goes in it but Myeongdong Gyoja doesn’t use sea food so it’s perfect for me. Ground beef and veggies in the soup. I highly recommend this spot if you’re in the area looking for Korean style noodles."
30,"Another one of those famous restaurants which I have passed by for years. Long lineups always made me curious just how good is this “good restaurant”? How good are the noodles? So a few weeks ago, while in Myeongdong, I decided to give it a try. I got their galguksu noodle dish as this was the one that stood out most in pictures. The noodles were nice and chewy and soft while the broth was very rich both in taste and texture. The serving is huge, as a matter of fact both my friend and I couldn’t get through this one dish. The price, of course great - under 10,000 won for this huge noodle dish is a bargain. It was good, but not great; and I must say I have had definitely better galguksu dishes before. I guess what I am trying to say is that perhaps I was a little disappointed or my expectations were too high. The place was packed, so perhaps it is me who wasn’t too satisfied, but I am glad I have finally had a chance to try it out. Will I go back? Hmm, probably not ~ as I would like to try other galguksu restaurants in the future."
50,You can have unique Korean style noodles either cold and warm recipe served. Dumpling is another which is different from Chinese style in its bun filling inside. Very much quick service when you order the dishes.
50,Would have walked past this restaurant several times if not for the recommendation of a local friend. The noodles are chewy & broth are bursting with meaty flavor. I suggest coming with a very empty stomach as the serving is huge! Your empty stomach will ensure that you can eat the delicious meat dumpling. Come to the restaurant before the peak dining time as the queue can be quite long. The only restaurant that would want me to come back for again.
50,"Very fast service and very packed place. Only 1 main dish here, so order it and get more noodles or dumplings if you are a big eater. Food comes almost immediately after you sit down and payment is quick. Lunch finished within 15 minutes and out we went. Food costs around 9000 won per pax"
50,Yummy noodles and dumplings at affordable prices! The kimchi was real spicy but goes well with the noodle...👍
50,"We had awesome dumplings and noodles here, and the price was really good. And our food came out really quickly :-)"
40,"I had my first meal in Seoul here. Soothing comfort food, and a short walk from my hotel through a fun neighborhood. The service was highly efficient and the food was very good."
40,"Your choice is limited here: noodles and/or dumplings, but the quality of both items is amazing. This will definitely warm you up when it’s cold outside."
50,I love the noodles and the dumplings at this restaurant! they only serve very limited choices but they are superb :) and very fast service. Highly recommended to try in the middle of the busy Myeongdong in the cold winter..
40,Mandu dumplings and chopped noodles seemed to be our favorite items and this restaurant specializes in these dishes. Restaurant actually feels more cafeteria style and requires payment immediately after ordering before the food is served. Decent and well priced establishment.  We knocked off a star as the kimchi seemed to have a weird chemical taste.
50,"This little restaurant is in the busy Myeongdong district and is just one of the multitude of store-fronts in this busy area crowded with shops and F&B outlets. It is quite unassuming - and then you realised that the menu has only 4 items - soup noodles, dumplings, cold noodles and cold porridge. That's it....if you want something else, you gonna have to go somewhere else. We ordered only the hot noodle soup and dumplings, and it more than filled us for dinner. The noodles was good, and is a big serving.  The dumpling is big, and the filling is very generous and full of port. The skin is thin and translucent - a sign of great skills on the part of the chef.  It also comes with unlimited kimchi at no additional charge!  For the price, it is the best I have ever tried and that includes a world-renowned dumpling chain founded in Taiwan and now gone international with a Top 10 selection by the New York Times."
