,Unnamed: 0.1,index,Unnamed: 0,덕수궁부정단어리뷰,index.1,단어,번역
102,102,39,556,This is a very nice park to sit and walk in and the added bonus are the palace buildings This part of Seoul has limited green space left over and it allows you even in the winter to sit in a bit of peace for as little as US 1  It has a number of nicer building to look at  one always wonders how much is really old and how much has been restored  And with respect to the ceremonial guards  checkout all the glued on moustaches and beards ;,102,much,이것은 앉아서 걷기에 아주 좋은 공원이며 추가 보너스는 궁전 건물입니다. 서울의 이 부분에는 녹지 공간이 제한되어 있으며 겨울에도 US 1만큼 조금이라도 평화롭게 앉을 수 있습니다. 보기에 더 멋진 건물이 많이 있습니다. 실제로 얼마나 오래되었고 얼마나 많이 복원되었는지 항상 궁금합니다.
103,103,40,557,Most hotels concierge will tell you theres nothing much to see here But this palace is quiet has a mix of architecture styles and is quite interesting Do not miss the changing of guards ceremony and check with hotel the timings especially during winter if too cold apparently there is no ceremony In the Seokjojeon hall theres an interesting guided tour foreigners follow the Korean group with audio guide about King Gojong and his son Sunjong the last monarch of Korea Sadly the Korean tour moves very quickly from room to room and those listening to audio guides are ushered out to another room before its finished The audio guide is very informative,103,much,대부분의 호텔 컨시어지가 여기에 볼 것이별로 없다고 말할 것입니다. 그러나이 궁전은 건축 스타일이 혼합되어 있고 매우 흥미 롭습니다. 근위병 교대식을 놓치지 말고 특히 겨울에 너무 추운 경우 호텔에 시간을 확인하십시오. 의식 없음 석조전 홀에는 흥미로운 가이드 투어가 있습니다. 외국인은 고종과 그의 아들 순종에 대한 오디오 가이드와 함께 한국 그룹을 따릅니다. 슬프게도 한국 투어는 방에서 방으로 매우 빠르게 이동하고 오디오 가이드를 듣는 사람들이 안내됩니다. 완료되기 전에 다른 방으로 이동하십시오. 오디오 가이드는 매우 유익합니다.
104,104,41,578,This is the palace that you can and should see in the evening when the lights turn it into a kind of magic The best 1 admission ever And in a city where so much is rebuilt this has some original buildings,104,much,이것은 조명이 일종의 마법으로 바뀌는 저녁에 볼 수 있고 봐야하는 궁전입니다. 최고의 입장권입니다. 그리고 많은 것이 재건 된 도시에서 이것은 원래 건물을 가지고 있습니다.
105,105,42,592,A beautiful place to sit back and relax but if you are after Temples and dont have much time in seoul I would not suggest this to be the best out of the lot  Its a nice place to have a cold drink and read a book this temple is included in the 5 palaces in one ticket,105,much,편안히 앉아 휴식을 취할 수 있는 아름다운 곳이지만 사원을 방문하고 서울에서 시간이 많지 않다면 이곳을 추천하지 않습니다. 시원한 음료와 책을 읽기에 좋은 곳입니다. 하나의 티켓에 5개의 궁전이 포함되어 있습니다.
106,106,43,596,This is a very small property since much of the original Palace land has been sold off for development The buildings that still exist are nice and there is an english brochure available for 500 won Admission is only 1000 won for adults The whole thing can be seen in under an hour Inside the walls it is very peaceful you can bring a lunch and enjoy a nice meal on one of the benches,106,much,이것은 원래 궁전 토지의 대부분이 개발을 위해 매각되었기 때문에 매우 작은 재산입니다. 여전히 존재하는 건물은 훌륭하고 500원에 사용할 수 있는 영어 브로셔가 있습니다. 입장료는 성인 1000원입니다. 전체를 볼 수 있습니다. 1시간 이내 벽 내부는 매우 평화롭습니다. 점심을 가져오고 벤치 중 한 곳에서 멋진 식사를 즐길 수 있습니다.
107,107,44,597,Following our visit to Gyeongbokgung and Changdeokgung we had some time to visit Deoksugung The history of this palace is covered extensively elsewhere and all the practical information required is in the excellent KTO page httpenglishvisitkoreaorkrenuSISI_EN_3_1_1_1jspcid264316  We bought an Integrated Ticket of Palaces which covers Changdeokgung Changgyeonggung Deoksugung Gyeongbokgung and Jongmyo Shrine This was excellent value at 10000 won  After the history lessons at the first two much larger palaces we did not join a tour as the palace is small enough to wander around independently with notes from your guidebook It is situated in delightful gardens with many seats dotted around so you can bring a picnic or rest your weary feet if you have been shopping too much in the nearby area  There is also a Changing of the Guards ceremony at this palace and the National Museum of Contemporary Art is in the same compound  Although this palace is not as big as Gyeongbokgung and Changdeokgung I gave it a five star rating because of its convenient location right in the centre of a shopping area which means you can just pop in for a quick visit and get some history and culture along with some art as well,107,much,경복궁과 창덕궁을 방문한 후 덕수궁을 방문하는 시간을 가졌습니다. 이 궁의 역사는 다른 곳에서 광범위하게 다루고 있으며 필요한 모든 실용적인 정보는 우수한 KTO 페이지 httpenglishvisitkoreaorkrenuSISI_EN_3_1_1_1jspcid264316에 있습니다. 종묘 이것은 10000 원의 훌륭한 가치였습니다. 처음 두 개의 훨씬 더 큰 궁전에서 역사 수업을 마친 후 궁전은 가이드 북의 메모와 함께 독립적으로 돌아 다닐 수있을만큼 작기 때문에 투어에 참여하지 않았습니다. 많은 좌석이있는 쾌적한 정원에 위치하고 있습니다 소풍을 가져오거나 주변에서 쇼핑을 많이 했다면 지친 발을 쉴 수 있도록 여기저기 흩어져 있습니다. 이 궁전에서 근위병 교대식이 있고 국립현대미술관이 같은 건물에 있습니다. 궁궐은 경복궁이나 창덕궁만큼 크지 않다. 나는 쇼핑 지역의 중심에 바로 위치한 편리한 위치 때문에 별 5개를 주었습니다.
108,108,45,601,Situated in the center of the city right at the subway exit Not a very big one which makes it a good choice when you dont have much time but still want to do some sightseeing Entrance is only 1 but theres additional charge for entering the museum located inside Pretty crowded among netizens during lunch time Make sure to check the schedule of changing guards ceremony outside the main gate,108,much,지하철 출구 바로 옆 도시 중심부에 위치 매우 크지 않아 시간이 많지 않지만 관광을 하고 싶을 때 좋은 선택 점심시간에는 네티즌들로 북적북적~ 정문 밖에서 경비교대식 일정 꼭 확인
109,109,46,611,What a pleasant surprise tucked next to City Hall an elaborate and accessible Changing Of The Guards ceremony apparently running all the time; very inexpensive ticket price; immaculately restored and kept grounds and buildings all in a compact space Perfect for the tourist with limited time this gives a reasonable idea of the architecture and style of the glory days of Korea just as the Japanese were taking over There is a constant delicious juxtaposition of the spacious grounds surrounded by the totems of modern life shopping malls and skyscrapers Unlike the much bigger Gyeongbokgung palace where one may feel at times transported to the 17th century at the DeoksuGung you always see the context  the value Korea places on its history and its future both A further plus is the National Museum of Modern and Contemporary Art tucked in the back of the grounds like a forgotten relative Quite tame and not really very modern the museum is now showing Masterpieces of Modern Korean Painting an interesting set of tableaux clearly designed for a Koreanlanguage audience Still its worth a visit,109,much,시청 옆에 자리 잡고 있는 정교하고 접근 가능한 근위병 교대식은 분명히 항상 진행되는 것으로 보입니다. 매우 저렴한 티켓 가격; 완벽하게 복원되고 보존된 부지와 건물은 모두 컴팩트한 공간에 있습니다. 제한된 시간을 가진 관광객에게 적합합니다. 이것은 일본이 점령했던 것처럼 한국의 영광 시대의 건축과 스타일에 대한 합리적인 아이디어를 제공합니다. 현대 생활 쇼핑몰과 고층 빌딩의 토템으로 둘러싸인 넓은 부지 덕수궁에서 때때로 17 세기로 옮겨지는 것처럼 느낄 수있는 훨씬 더 큰 경복궁과 달리 항상 한국이 역사와 미래에 부여하는 가치를 볼 수 있습니다. 더 나아가 잊혀진 친척처럼 경내 뒤쪽에 자리 잡은 국립현대미술관은 현대적이지 않은 아주 순박하고 현대적이지 않은 박물관에서 현재 한국 현대 회화의 걸작을 전시하고 있습니다. 한국어 관객을 위해 명확하게 설계된 흥미로운 테이블 세트 여전히 방문할 가치가 있습니다
110,110,47,617,Not the biggest palace but right in town and can done quickly if you dont have too much time try to assist to the guards shift change quite entertaining and explained in English,110,much,가장 큰 궁전은 아니지만 도시에 있으며 시간이 너무 많지 않으면 신속하게 할 수 있습니다. 경비 교대 근무를 도와주는 것이 매우 재미있고 영어로 설명되어 있습니다.
111,111,48,620,I enjoyed this Palace lots of history I arrived by subwayline 1 to City Hall the station stop was right at the entrance to the Palace Entrance fee was only KRW3000 which was well worth it there is so much to explore Be sure to check out the Changing of the Guard Ceremony which they do several times a day not to be missed there is also a very interesting Museum and a gift shop which offers some very colorful gifts After visiting Deoksugung check out Namdaemun Market which is a short walk away you will find anything here also a great place to grab a bite to eat,111,much,나는이 궁전을 즐겼습니다 많은 역사를 지하철 1 호선으로 시청에 도착했습니다 역 정류장은 궁전 입구에 바로있었습니다 입장료는 3000 원으로 그만한 가치가있었습니다 탐험 할 것이 너무 많습니다 그들이 하루에 여러 번 행하는 근위병식을 놓치지 마세요. 또한 매우 흥미로운 박물관과 매우 다채로운 선물을 제공하는 선물 가게도 있습니다. 덕수궁을 방문한 후 가까운 도보 거리에 있는 남대문 시장을 확인하십시오. 여기에서도 무엇이든 찾을 수 있습니다 한 입 먹기 좋은 곳
112,112,49,626,Deoksugung literally means the Palace of Virtue and Longevity in Korean or Chinese It is not well known that the Chinese was very much the official language in Korea although King Sejong created the Korean scripts in the late 15th century  I will mention the modern dimension first The place is near the City Hall One building houses the national museum of art which is not worthy its great name but holds special exhibitions I was impressed by a modern Korean painter who adopted Western techniques in his paintings Also Western style was introduced into the architecture and landscape in the compound  Without knowing the history one will not find the palace particularly interesting So let me add a historical flavor This place was used as royal places twice First was during the Korean resistance to the Japanese invasion at the end of the 16th century Since all others palaces were burned this place served as royal palace for a while It became a royal palace again after King Gojong ended his yearlong refuge in the Russian embassy in 1907 Gojong ascended the throne at the young age in 1863 and was under the influence or control of his father and later his wife He declared himself an emperor but was forced by Japanese to abdicate the throne to his son the last emperor His death and Wilsons 14 Points in January 1919 triggered the March First Movement which aimed at Korean independence,112,much,덕수궁은 한글이나 중국어로 '덕수궁'이란 뜻으로 15세기 후반에 세종대왕이 한글을 만들었지만 중국이 한국의 공용어였다는 사실은 잘 알려져 있지 않습니다. 한 건물에 국립현대미술관이 있어 이름에 걸맞지 않게 특별전시를 하고 있다. 서양화 기법을 회화에 도입한 한국 근대 화가의 모습에 감명을 받았다. 복합 역사를 모르면 궁궐을 특별히 흥미롭게 볼 수 없을 것입니다. 그래서 역사적인 풍미를 더하겠습니다 이 곳은 왕궁으로 두 번 사용되었습니다 첫 번째는 16세기 말 임진왜란에 대한 한국의 저항 기간 동안이었습니다 다른 모든 궁궐 이후 소실된 이곳은 잠시 궁궐로 쓰였다 고종이 왕위에 올랐을 때 다시 궁궐이 되었다. 1907년 러시아 대사관으로 피신한 고종은 1863년 어린 나이에 왕위에 올랐고 아버지와 후에 아내의 영향을 받거나 통제를 받았다. 스스로를 천황이라고 선언했지만 일본에 의해 강제로 아들에게 왕위를 양위 1919년 1월 마지막 황제의 죽음과 윌슨의 14개조는 한국의 독립을 목표로 한 3·1운동을 촉발시켰다.
113,113,50,657,My wife and I visited Deoksugung Palace one icy cold afternoon It was in walking distance from our hotel in Myeongdong although I later learned that it was also just one station away The palace is probably the smallest or one of the smaller in Seoul but we found it romantic The grounds were very spacious and full of trees and the architecture was colourful as with other palaces Not much to see to be honest other than a few palace buildings and the changing of the guard ceremony But there is an museam inside the palace ground that provided interesting viewing and respite from the freezing cold There is also a lovely walk around the outer walls of the palace that we thoroughly enjoyed During that walk we had a fantastic lunch at the organic restaurant that is located at the theatre If you time your visit to the palace well you can follow it up with this walk late lunch at the restaurant and a theatre show So Deoksugung is okay on its own but great and conveniently fitted in as part of a walk of the area Do it,113,much,아내와 나는 추운 어느 추운 오후에 덕수궁을 방문했습니다. 명동에있는 우리 호텔에서 도보 거리에 있었지만 나중에 한 정거장 거리에 있다는 것을 나중에 알게되었습니다. 궁전은 아마도 서울에서 가장 작거나 작은 것 중 하나 일 것입니다. 그러나 우리는 그것을 찾았습니다. 낭만적인 경내는 매우 넓고 나무가 가득했고 건축물은 다른 궁궐과 마찬가지로 다채 롭습니다. 몇 개의 궁궐 건물과 근위병 교대식을 제외하고는 정직하게 볼 것이별로 없습니다. 그러나 궁궐 안에는 박물관이 있습니다. 흥미로운 구경과 추운 날씨로부터의 휴식 우리가 완전히 즐겼던 궁전 외벽 주변의 멋진 산책도 있습니다. 그 산책 동안 우리는 극장에 위치한 유기농 레스토랑에서 환상적인 점심을 먹었습니다. 궁전 잘 레스토랑과 극장 쇼에서 늦은 점심 식사로이 산책을 따라갈 수 있습니다. 그래서 덕수궁은 그 자체로 괜찮지 만 위대하고 편리하게 지역 산책 Do it
114,114,0,193, There was nothing special about Deoksugung Palace in winter but I went to Park Soogeun I see it all and go round and round but there is a mood just as written ,114,nothing,겨울에 덕수궁은 별거 없었는데 박수근 갔더니 다 보고 빙글빙글 도는데 글쓴이처럼 분위기 있어
115,115,1,240, Deoksugung night tour is convenient and enjoyable The entrance is under construction and we recommend you to participate in the Seokjojeon event at night Even if there is nothing special it is nice to spend an ,115,nothing,덕수궁 야간투어는 편하고 즐겁다 입구 공사중이니 밤에는 석조전 이벤트 참여를 추천한다 특별한건 없어도 시간 보내기 좋아요
116,116,2,474,located near the city hall good to walk around and see korean palace Convenient access but nothing much to do there,116,nothing,시청 근처에 위치하여 걸어 다니고 한국 궁전을 볼 수 있습니다. 접근이 편리하지만 할 일이별로 없습니다.
117,117,3,477,I got to witness the change of Guards and a terrific lady from HighSchool  who was volunteering to Guide Tourist around for free the entrence fees are nothing dont forget to bring your Hat and it takes more than one hour all rebuild after the fire  you need to learn about History there for sure,117,nothing,나는 경비원과 무료로 관광객을 안내하기 위해 자원 한 HighSchool의 훌륭한 여성의 변화를 목격했습니다. 입장료는 아무것도 잊지 마십시오. 모자를 가져 오는 것을 잊지 마십시오. 거기에 역사에 대해 확실히
118,118,4,557,Most hotels concierge will tell you theres nothing much to see here But this palace is quiet has a mix of architecture styles and is quite interesting Do not miss the changing of guards ceremony and check with hotel the timings especially during winter if too cold apparently there is no ceremony In the Seokjojeon hall theres an interesting guided tour foreigners follow the Korean group with audio guide about King Gojong and his son Sunjong the last monarch of Korea Sadly the Korean tour moves very quickly from room to room and those listening to audio guides are ushered out to another room before its finished The audio guide is very informative,118,nothing,대부분의 호텔 컨시어지가 여기에 볼 것이별로 없다고 말할 것입니다. 그러나이 궁전은 건축 스타일이 혼합되어 있고 매우 흥미 롭습니다. 근위병 교대식을 놓치지 말고 특히 겨울에 너무 추운 경우 호텔에 시간을 확인하십시오. 의식 없음 석조전 홀에는 흥미로운 가이드 투어가 있습니다. 외국인은 고종과 그의 아들 순종에 대한 오디오 가이드와 함께 한국 그룹을 따릅니다. 슬프게도 한국 투어는 방에서 방으로 매우 빠르게 이동하고 오디오 가이드를 듣는 사람들이 안내됩니다. 완료되기 전에 다른 방으로 이동하십시오. 오디오 가이드는 매우 유익합니다.
119,119,5,593,This is the only attraction that had an admission feebut there was little seemost of the buildings had been demolishedand those that remained had nothing in themthere was an art gallery which I was in and out of in 5 minutespoor reward for a long walk on a hot day,119,nothing,입장료가 있었던 유일한 어트랙션이지만 건물이 거의 허물어져 거의 보이지 않고 남아있는 것은 아무 것도 없었습니다. 미술관이 있었는데 5분 만에 들락날락했습니다. 더운 날 긴 산책에 대한 열악한 보상
120,120,6,595,You will find almost nothing but empty palaces The pattern is nice but its can be seen in other places in Korea Ticket is cheap just 1000 KRW but really that cheap is not worth,120,nothing,거의 아무것도 찾을 수 없습니다 빈 궁궐 패턴은 멋지지만 한국의 다른 곳에서 볼 수 있습니다 티켓은 1000 원으로 저렴하지만 실제로는 그만한 가치가 없습니다
121,121,7,614,The smallest of the 4 Seoul palaces on the UNESCO heritage list This buildings and surrounding park is nice for a walk But nothing terribly exciting about it although I enjoyed being there and seeing the architecture,121,nothing,유네스코 문화유산에 등재된 4개의 서울 궁 중 가장 작은 이 건물과 주변 공원은 산책하기 좋은 곳이지만 그곳에 있고 건축물을 보는 것을 즐겼지만 그다지 흥미롭지 않았습니다.
