STAR,REVIEW,DATE
2.0, The Myeongdong I visited for the first time in 4 years was not the Myeongdong I knew 90 of the market was dead ,7 months ago
3.0, It seems that the Chinese people dont come so its getting worse and worse ,7 months ago
5.0,The festivities begin to thrive,7 months ago
3.0, A town full of for leases  Now even if I go the bitterness remains rather than the joy ,7 months ago
1.0, A holiday street in Myeongdong that makes you feel intimidated On a street full of foreigners and lively there are a few poor food stalls and empty buildings looking for rentals adding to the eulsans charm ,7 months ago
1.0, Its completely ruined 80 seems to be ruined Its worth taking a look at it for a different purpose ,7 months ago
5.0, I could feel why Myeongdong is a representative tourist attraction in Seoul In a time when everyone is having a hard time with the corona virus Myeongdong is full of people ,7 months ago
2.0, Myeongdong was hit by the direct hit of Corona 19 so there were too many empty stores and there were few people so it felt like an old man ,7 months ago
5.0, Oh my gosh I went Its not the old Myeongdong you are so quiet ,7 months ago
3.0, I went to Myeongdong Cathedral I was walking down Myeongdong street as I was coming and I was passing a clothing store that sold 39000 won shirts for 4900 won I cant climb ,7 months ago
3.0, Many stores were empty and there were not many people so it was quiet I hope the corona virus will end and we will go back to the old days ,8 months ago
5.0,There are so many places to eat drink and shop,8 months ago
5.0,A place where you can easily find what you are looking for,8 months ago
3.0, Coronas impact is huge More than half of the rental shops are disappointing ,8 months ago
4.0, I didnt shop in these few this time There were a lot of people when I went so I didnt enter ,8 months ago
4.0,Still recovering from COVID sparse street vendors,8 months ago
4.0, The number of people has definitely decreased compared to before In particular I havent seen a single foreigner ,8 months ago
4.0,Its not quite what it used to be Many of the small shops are out of business due to the lock downs in response to COVID Its still fun to visit clean and has an air of hope that it can return to its former glory,8 months ago
5.0, I was upset because there were so many empty stores  I visited to remember my 20s ,8 months ago
5.0, with the corona pandemic Its difficult for foreigners to enter so most of the three stores are closed so its hard to eat ,8 months ago
3.0, Its sad that there are fewer people on the street than before ,9 months ago
1.0, Myeongdong which used to be colorful and lively seems to have disappeared ,9 months ago
4.0,So many shops to go around to Most are skin care shops but there are also convenience stores clothes shops souvenirs street foods shoe shops and money changers ,9 months ago
5.0,Great,9 months ago
5.0,Myongdong,9 months ago
5.0,I feel so sorry who was doing business in myeongdong  Almost 70 shops are closed  Looks like Gosht Street,9 months ago
3.0, The fortress is quiet Please return to the splendid and rich days of the past ,9 months ago
3.0, There were a lot of vacancies but there were a few people ,9 months ago
3.0, Due to the corona virus there are fewer people But still messy ,9 months ago
5.0, Nowadays there arent too many people ,9 months ago
4.0,An amazing experience to walk around at the place,9 months ago
2.0, I felt lonely The glamorous days of the past are colorless ,9 months ago
5.0, A lot of stores are missingbut the Myeongdong street of memories ,9 months ago
4.0, I stopped by to eat Myeongdong Kyoja Kalguksu after a long time The splendid and crowded streets of Myeongdong are even saddened as if they ,9 months ago
1.0, Due to Corona the business district is completely Im sad ,9 months ago
4.0, Unfortunately Myeongdong has become so lifeless now due to the corona crisis It seems to have changed so much that it has become more of a foreign tourist attraction so when a situation like Corona happens it ,9 months ago
3.0,emptu,9 months ago
5.0, There are fewer people than before Corona but it seems to be getting more lively ,9 months ago
5.0, All facilities and products are good and the quantity is good ,9 months ago
5.0,Nike,9 months ago
2.0, Particularly touristy area with shops targeted for them To walk around and discover your first shops the district is interesting However for shopping I particularly advise against The sales techniques are ,9 months ago
5.0, Seoul Nike is really big and there are plenty of things to see Its enough to spend half a day in a hurry ,10 months ago
5.0, It is a place where you can feel the aftermath of the corona pandemic Foreign tourists are disappearing and only empty shops are appearing one after ,10 months ago
5.0, I wish the corona would end soon and it would be crowded ,10 months ago
5.0,Ideal to buy,10 months ago
3.0, at the Catholic Hall Had lunch with a friend ,10 months ago
5.0,this place offers a lot of things from beauty products dress shoes and foods,10 months ago
5.0,Good to have dinner,10 months ago
5.0,Amazing for shopping foreigner friendly Now during covid is it almost deserted,10 months ago
3.0, There are not many street vendors due to a decrease in tourists ,10 months ago
5.0,The best place in Seoul,10 months ago
5.0, This is so neat Replying to Jackson ,10 months ago
3.0, Myeongdong Manhattan Shinjuku ,10 months ago
1.0, I feel bad because there are a lot of empty shops in the aftermath of the prolonged Corona Myeongdong Kalguksu Gyoja is booming even in Corona and the service at the price is a bakery _ ,10 months ago
5.0, Myeongdong is one of the largest shopping centers and also one of the main tourist attractions in Seoul City ,10 months ago
5.0, Hi  The street is very lively there are many foreign tourists cafes restaurants shopping centers Nearby is Myeongdong Cathedral ,10 months ago
3.0, The streets are quiet and many shops are closed I hope that the corona virus will calm down soon so that it can be transformed into a lively Myeongdong street ,10 months ago
5.0, Its a street of memories Its a pity that it seems so quiet due to Corona I hope it becomes a lively street again ,10 months ago
