,Unnamed: 0.1,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index.1,단어,번역
35,35,35,853,This place was a little hard to find. The tourist info office was closed when we arrived at the area around 9am so we had to ask people in the street for directions. which is a bit of a task because few can speak english. It's a good place to see. We went inside a private house where the girl guide explained the traditions of Hanuk houses. (charged us 10000 won).,35,inside,"이 장소는 찾기가 조금 어려웠습니다. 오전 9시쯤 도착했을 때 관광 안내소가 문을 닫았기 때문에 길가에 있는 사람들에게 길을 물어야 했습니다. 영어를 할 수 있는 사람이 거의 없기 때문에 약간의 작업입니다. 보기 좋은 곳입니다. 우리는 소녀 가이드가 한옥의 전통을 설명하는 민가에 들어갔다. (10,000원을 청구했습니다)."
36,36,36,854,This would be a good place to visit if you want to see the traditional houses of Korea. Most of these houses have people living in them so we had to make sure not to make too much noise while we were visiting the place. There was a couple of houses where they actually allowed you to go in and take pictures but I guess it's all up to the owners. There are museums and workshops inside too but we didn't manage to visit them all as we didn't have enough time. Would definitely come and explore more again if I had the time.,36,inside,한국의 전통 가옥을 보고 싶다면 이곳을 방문하면 좋을 것입니다. 대부분의 집에는 사람이 살고 있어 방문하는 동안 너무 큰 소음을 내지 않도록 해야 했습니다. 실제로 들어가 사진을 찍을 수 있도록 허락한 집이 몇 채 있었지만 모두 주인의 몫이라고 생각합니다. 내부에는 박물관과 워크샵도 있지만 시간이 충분하지 않아 모두 둘러보지는 못했습니다. 시간이 있다면 확실히 와서 더 많이 탐험 할 것입니다.
37,37,37,857,Wish to visit the inside of the house rather than looking at the over from the roof tops. The free walking tour guide was very helpful.,37,inside,옥상에서 위를 보기보다 집 안을 둘러보고 싶다. 무료 도보 여행 가이드는 매우 도움이되었습니다.
38,38,38,884,"Little but charming. I was lucky enough to visit it during a special week for foreigners, when they offered traditional Korean medicine advice and treatment inside the hanoks, by young doctors wearing traditional clothes - and their English was really good!!!",38,inside,작지만 매력적입니다. 나는 운이 좋게도 외국인을 위한 특별한 주간에 한옥 내부에서 전통 의상을 입은 젊은 의사들이 한의학 조언과 치료를 제공할 때 방문할 수 있을 만큼 운이 좋았습니다. 그리고 그들의 영어는 정말 좋았습니다!!!
39,39,39,908,"In the beginning I must admit I was a bit worried. I'd seen all these beautiful pictures in korean travel guides but we couldn't find them when we arrived. There were bits and pieces of beautiful old houses here and there, but nothing that looked like a unified hanok village.  Luckily we were spotted by two wonderful red aproned volunteer tour guides, who gave us a map and pointed the way to the ""most famous view"" in the hanok village. They weren't wrong. It's a bit of an uphill climb, but when you get tot he top of a row of beautiful hanok houses and look down the street to see modern seoul framed in the distance, it really takes your breath away.  Some great waffle and coffee shops abound here. so make sure to sit down and take a break after the climb. One in particular is near the subway exit 3, and serves what is essentially a grilled sandwich shaped like a fish with your choice of savory or sweet ingredients inside.",39,inside,"처음에는 내가 약간 걱정했다는 것을 인정해야 합니다. 한국 여행 가이드에서 이 아름다운 사진을 모두 보았지만 도착했을 때 찾을 수 없었습니다. 곳곳에 아름다운 고택들이 산재해 있었지만 통일된 한옥마을처럼 보이는 것은 없었다. 운 좋게 빨간 앞치마를 두른 멋진 자원봉사자 투어 가이드가 우리에게 지도를 주고 한옥마을에서 ""가장 유명한 전망""으로 가는 길을 알려줬습니다. 그들은 틀리지 않았다. 약간 오르막길이지만 아름다운 한옥이 늘어서 있는 꼭대기에 올라가 거리를 내려다보면 멀리 현대적인 서울이 펼쳐져 있어 정말 숨이 멎을 것입니다. 이곳에는 훌륭한 와플과 커피숍이 많이 있습니다. 따라서 등반 후에는 반드시 앉아서 휴식을 취하십시오. 특히 하나는 지하철 3번 출구 근처에 있으며 기본적으로 생선 모양의 구운 샌드위치에 짭짤하거나 달콤한 재료를 선택하여 제공합니다."
40,40,40,921,A district with the largest number of traditional Korean houses. The houses are kept in good conditions and some are opened to public. Traditional Korean costumes can be hired from the shops for photo-taking on the streets and inside the houses. A reminder for visitors to avoid disturbing the residents there.,40,inside,한국의 전통 가옥이 가장 많은 지역. 집은 좋은 상태를 유지하고 있으며 일부는 일반에 공개됩니다. 전통 의상은 상점에서 대여하여 거리와 집 안에서 사진을 찍을 수 있습니다. 방문객들에게 그곳 주민들에게 방해가 되지 않도록 알림.
41,41,41,936,"The architecture is beautiful, without a doubt. Looks new too, which I guess is expected because you don't expect a 600 years + building to still be standing without work done to restore it. I enjoyed walking in the less popular alleyways where I had the time and space to reflect upon the history of the people who lived here way before my time.  Now- these are also people's home and the many signs posted on the walls remind you this, and to be quiet. And even though no one said anything to me it reay felt voyueristic and sorta intrusive. (I saw 2 or so elderly women walk past tourists on the steps of their houses to get inside). I tried to imagine how I'd feel like if day in, day out, I had to contend with throngs of tourists taking pictures outside my house. I imagine during the warmer months, opening a window is neat impossible what with the hoarders of strangers milling about.  Should you go? Depends on you and what you feel comfortable with.",41,inside,건축물은 의심할 여지 없이 아름답습니다. 600년 이상 된 건물이 복원 작업 없이 여전히 서 있을 것으로 예상하지 않기 때문에 예상되는 것처럼 보이는 것도 새롭습니다. 나는 내 시대보다 훨씬 이전에 이곳에 살았던 사람들의 역사를 반성할 시간과 공간이 있는 덜 인기 있는 골목길을 걷는 것을 즐겼습니다. 자- 이것은 또한 사람들의 집이고 벽에 게시된 많은 표지판은 이것을 상기시키고 조용하게 만듭니다. 그리고 아무도 나에게 아무 말도 하지 않았음에도 불구하고 그것은 관음증적이고 일종의 방해가 되는 것처럼 느껴졌습니다. (나는 2명 정도의 나이든 여성이 집 계단에서 관광객들을 지나쳐 안으로 들어가는 것을 보았습니다). 나는 하루 종일 집 밖에서 사진을 찍는 수많은 관광객들과 씨름해야 한다면 어떤 기분일지 상상하려고 노력했습니다. 따뜻한 계절에는 창문을 여는 것이 전혀 불가능하다고 생각합니다. 낯선 사람들이 모여들고 있습니다. 당신은 가야합니까? 당신과 당신이 편안함을 느끼는 것에 달려 있습니다.
42,42,42,940,"not easy to find this place, as I walked and walked trying to look for this place. it is a village where people are living, so we dont really see inside of their house, is quite tiring too as this village is just a two rows of village",42,inside,"이 곳을 찾기 위해 걸으며 걸었기 때문에 이 곳을 찾기가 쉽지 않았습니다. 사람들이 사는 마을이라 집 안이 잘 안보이고, 이 마을도 2열 마을이라 많이 피곤하다."
43,43,43,961,"as this is still an actual residential area the inside of the house can’t be seen, but it is the interior + exteriors that makes the Hanok ever interesting ... fine other hanok villages that allow you to have a meal in it I.e onion cafe",43,inside,"아직 실제 주택가라 내부는 보이지 않지만 한옥을 더욱 흥미롭게 만드는 것은 인테리어 + 익스테리어 ... 안에서 밥을 먹을 수 있는 좋은 다른 한옥 마을, 즉 양파 카페"
44,44,44,980,"We spent so little time there in the morning, as we brought our parents. We visited a nice cafe inside that served delicious muffin and drinks.  Some of the routes are steep, and require good stamina. Heck, we just stayed for around 30 min walking and maybe another 30 in that cafe. We just had a couple of good photos (since we were all dressed in hanbok) and left.  Maybe if I travle with friends someday I will visit this village again, maybe even make a traditional stamps or two. But travelling as a family... I won't recommend this place.",44,inside,"우리는 부모님을 모시고 아침에 그곳에서 너무 짧은 시간을 보냈습니다. 우리는 맛있는 머핀과 음료를 제공하는 멋진 카페를 방문했습니다. 일부 경로는 가파르고 좋은 체력이 필요합니다. 젠장, 우리는 도보로 약 30분 동안 머물렀고 그 카페에서 또 다른 30분을 머물렀습니다. 우리는 단지 좋은 사진 몇 장을 찍고 (우리는 모두 한복을 입고 있었기 때문에) 떠났습니다. 언젠가 친구들과 여행을 하게 된다면 이 마을을 다시 방문하고 전통 우표를 한두 개 만들어 볼 것입니다. 하지만 가족 여행은... 추천하지 않습니다."
