,Unnamed: 0.1,index,Unnamed: 0,경복궁부정단어리뷰,index.1,단어,번역
593,593,488,5361,"This palace in my personal Seoul palace rating gets well-deserved 2nd place. It doesn't differ much from acrhitecture point of view from other palaces, but nonetheless it's beautiful and impressive. Guard ceremony is interesting. You can check times of ceremony at the gates - there is info sign with schedule and type of ceremony.",593,much,내 개인 서울 궁전 평가에서이 궁전은 2 위를받을 자격이 있습니다. 건축학적 관점에서 다른 궁궐들과 별반 다르지 않지만 그래도 아름답고 인상적이다. 근위병식이 흥미롭다. 게이트에서 예식 시간을 확인할 수 있습니다. 일정과 예식 유형이 표시된 안내 표지판이 있습니다.
594,594,489,5362,An excellent palace with so much to see... the change of guards ceremony is a must see as it reflects the local Korean culture and is colourful...,594,much,볼거리가 너무 많은 훌륭한 궁... 근위병 교대식은 한국의 현지 문화를 반영하고 화려하기 때문에 꼭 봐야합니다...
595,595,490,5372,"I and my family were so excited to visit to Korea. I got strong impression when I had company trip to Korea several years ago. At that time, I decided to be with my parents. Especially I was comfy with strong security in Korea and Korean were quite kind and warmhearted. Anyway it is very recommendable to visit Korea with your family.... I went to two palaces as my guide's recommendation... actually she preferred 2nd palace named Changdeokgung palace.Gyeongbokgung palace is representative, I was told it is the biggest one... it looks like forbidden city but it was built up around 30 years later than Gyeongbokgung palace. I went to Chankdeokgung palace as well. it is 2nd palace... there are 5palaces in Korea. the second palace was completely different.. it is also recommendable with many interesting history.SEEING IS BELIEVING.My tour guide was very enthusiastic and her story telling was so helpful to understand ,catched our concentration and touched us.. it was one of my strong impressing in Korea until the end day.. My collegue let me know one tour agent in Korea. We stayed for 5days, except for one day, we joined guided tour with her. she was very proud of their company(tour agent).. she was professional. When you travel to Korea, I want you to be with a good tour guide with very forsure agent. The agent name was very unique.. Anneonghaseyo Tour.. haha..It was available to have costomised tour with very reasonable budget...I was told it was handled by family that's why I could trust much more than other contries for trip. If you have any plan to travel to Korea, contact here.. I have business card of that agent.. Everyone will be satisfied with ...",595,much,"나와 내 가족은 한국을 방문하게 되어 매우 기뻤습니다. 몇 년 전 한국에 회사 출장을 갔을 때 강한 인상을 받았습니다. 그 때 나는 부모님과 함께하기로 결정했습니다. 특히 한국에서 보안이 강화되어 편안했고 한국인들은 상당히 친절하고 따뜻했습니다. 어쨌든 가족과 함께 한국을 방문하는 것은 매우 추천합니다.... 가이드의 추천으로 두 개의 궁에 갔다. 실제로 그녀는 창덕궁이라는 두 번째 궁을 선호했습니다. 대표적으로 경복궁이 가장 큰 궁전이라고 들었습니다. .. 자금성처럼 보이지만 경복궁보다 30년 정도 늦게 축성.. 창덕궁에도 다녀왔습니다. 제2의 궁이다.. 한국에는 5개의 궁이 있다. 두 번째 궁전은 완전히 달랐습니다.. 그것은 또한 많은 흥미로운 역사로 추천할 만합니다. SEEING IS BELIEVING. 나의 여행 가이드는 매우 열성적이었고 그녀의 이야기는 이해하는 데 매우 도움이 되었고, 우리의 집중을 사로잡고 우리를 감동시켰습니다. 한국에서 마지막날까지 강렬한 인상을 남겼습니다.. 제 동료가 한국에 있는 한 여행사를 알려줬습니다. 우리는 하루를 제외하고 5 일 동안 머물렀고 그녀와 함께 가이드 투어에 참여했습니다. 그녀는 그들의 회사(여행사)에 대해 매우 자랑스러워했습니다. 그녀는 전문적이었습니다. 한국에 여행을 가실 때 아주 든든한 에이전트와 함께 좋은 여행가이드와 함께 하시길 바랍니다. 에이전시 이름이 참 독특하네요..안녕하세요 투어..하하..저렴한 비용으로 코스비 투어가 가능했어요..가족이 진행한다고 해서 다른 여행사보다 훨씬 믿고 여행갈 수 있었습니다. 한국여행 계획이 있으시면 여기로 연락주세요.. 그 대리인의 명함이 있어요.. 다들 만족하실꺼에요..."
596,596,491,5383,It is definatly worth a visit but don't expect too much. Korea is still rebuilding and getting their sites back to their former glory after the Japanese occupation. It was good and it is worth a visit but I would recommend a walk around changdeokgung palace and it's secret garden if you only have time for one,596,much,방문할 가치가 있지만 너무 많이 기대하지 마십시오. 한국은 여전히 ??일제강점기 이후의 과거의 영광을 되찾고 재건하고 있습니다. 좋았고 방문할 가치가 있지만 시간만 있다면 창덕궁과 비밀의 정원을 산책하는 것을 추천합니다
597,597,492,5400,Nothing much to see. The guards are unusually dressed in red and blue and are worth a look. The palace is a series of bulidings in a large walled compound with gardens and plenty of gravel.,597,much,별로 볼 것이 없습니다. 경비원은 비정상적으로 빨간색과 파란색 옷을 입고 있으며 볼 가치가 있습니다. 궁전은 정원과 많은 자갈이 있는 큰 벽으로 둘러싸인 복합 건물에 있는 일련의 건물입니다.
598,598,493,5404,"interesting and indeed a must-visit place but at the same time there's nothing too much to see. the palace complex is huge and beautiful, though.",598,much,흥미롭고 실제로 꼭 방문해야 할 곳이지만 동시에 볼 것이 너무 많습니다. 궁전 단지는 거대하고 아름답습니다.
599,599,494,5422,we went to see this place with my daughter and worth the trip. we are there early morning not much people so we have a good view of the place,599,much,우리는 딸과 함께 이곳을 갔고 여행의 가치가 있습니다. 우리는 이른 아침에 사람이 많지 않아 장소를 잘 볼 수 있습니다.
600,600,495,5423,Highly recommend it.. Best time to go early AM because much less tourists around. Very good place to see and experience Korean history,600,much,적극 추천합니다. 주변에 관광객이 훨씬 적기 때문에 이른 오전에 가는 것이 가장 좋습니다. 한국의 역사를 보고 경험할 수 있는 아주 좋은 곳
601,601,496,5427,"The complex was great to see and explore. Most things have an english translation, so it is very US tourist friendly. I did the audio tour and there was a good bit of history, but not as much information about how the buildings were used as I would have liked.",601,much,단지는보고 탐험하기에 좋았습니다. 대부분의 물건이 영어로 번역되어 있어 매우 미국 관광객에게 친숙합니다. 나는 오디오 투어를 했고 약간의 역사가 있었지만 건물이 어떻게 사용되었는지에 대한 정보는 내가 원하는 만큼 많지 않았습니다.
602,602,497,5438,"Went there during winter and it's quite good for taking pictures. But other than that, there's nothing much you can do there",602,much,겨울에 갔더니 사진찍기 좋은 곳입니다. 하지만 그것 말고는 할 수 있는 게 별로 없어요.
603,603,498,5442,"It is a huge palace but basically looks the same after awhile. Interesting to see the guard change ceremony. Probably the only one that worth seeing, the rest would pretty much be smaller scale than this one.",603,much,"그것은 거대한 궁전이지만 시간이 지나면 기본적으로 똑같아 보입니다. 근위병 교대식을 보는 것이 흥미 롭습니다. 아마도 볼 가치가 있는 유일한 것, 나머지는 이 것보다 훨씬 작은 규모일 것입니다."
604,604,499,5461,"Since this is the biggest palace in Seoul, of course you should see it. Lots to see and photograph, even though it is much reconstructed.",604,much,서울에서 가장 큰 궁궐이기 때문에 당연히 보셔야 합니다. 많이 재건되었지만 많이보고 사진을 찍을 수 있습니다.
605,605,500,5463,"Whether you have 36 hours or a more extended stay in Seoul, you should definitely stop by Gyeongbokgung (gung = palace). There are several palaces in Seoul but this one has the largest compound. If you don't much about Korean history, I would recommend the guided tour (which I think is free) and is offered in several languages and throughout the day. It's interesting hearing about the function of the different buildings and getting a sense of Koreas's imperial history. Definitely must see/do.",605,much,서울에서 36시간 이상 장기 체류가 있더라도 반드시 경복궁에 들러야 합니다. 서울에는 여러 궁궐이 있지만 이곳이 가장 큰 궁궐입니다. 한국 역사에 대해 별로 관심이 없다면 하루 종일 여러 언어로 제공되는 가이드 투어(무료라고 생각함)를 추천합니다. 다양한 건물의 기능에 대해 듣고 한국의 제국 역사를 이해하는 것은 흥미롭습니다. 반드시 보거나 해야 합니다.
